PLATFRMID,NAME,TYPE,STATUS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,COMPLEXID,NOSTR,OWNER,OPERNAME,POSREL,COMMODITY,INSTALL,REMOVAL,MANNED24HR,DISTLAND,WATERDEPTH,RIGCOUNT,PWRSOURCE,PWRGENFLAG,OILPRDFLAG,GASMTRFLAG,COMPREFLAG,COMPRDFLAG,HELPRTFLAG,BEDCOUNT,BLOCKNO,LEASENO,AREANUMBER,REGION,LOG_WDEPTH,INSTALL_DATE,INSTALL_YEAR,residuals
GOM00052,A-CINNAMON,OFFSHORE PLATFORM,IN SERVICE,27.8765491002,-91.8729513414,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,85,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,UNKNOWN,9/23/1998 0:00:00,,Y,98,670,0,U,N,N,U,N,U,Y,-999,89,G15540,GC,GULF OF MEXICO,6.507277712385012,1998-09-23,1998,0.6336670548275194
GOM00053,12,OFFSHORE PLATFORM,IN SERVICE,29.2164031819,-91.5922132018,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,86,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,11/19/1997 0:00:00,,N,15,21,0,U,N,N,N,N,U,Y,-999,53,479,EI,GULF OF MEXICO,3.044522437723423,1997-11-19,1997,-0.42359981202722663
GOM00054,B,OFFSHORE PLATFORM,REMOVED,28.448544059,-93.7056234457,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,87,1,NOT AVAILABLE,BADGER OIL CORP.,THIRD PARTY,NONE,10/22/1997 0:00:00,10/7/2012 0:00:00,N,84,158,0,U,Y,N,Y,Y,U,Y,-999,A 263,G13342,HI,GULF OF MEXICO,5.062595033026967,1997-10-22,1997,0.7335517464945704
GOM00055,2,OFFSHORE PLATFORM,REMOVED,29.2162916836,-91.6011622482,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,89,1,NOT AVAILABLE,"APACHE SHELF, INC.",THIRD PARTY,NONE,11/20/1997 0:00:00,9/14/2013 0:00:00,N,15,21,0,U,N,N,U,N,U,N,-999,53,479,EI,GULF OF MEXICO,3.044522437723423,1997-11-20,1997,-0.42291912935585385
GOM00056,A,OFFSHORE PLATFORM,REMOVED,28.5816085799,-90.9644941699,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,90,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,9/29/1997 0:00:00,5/11/2005 0:00:00,N,42,78,0,U,N,N,U,N,U,N,-999,192,G16390,SS,GULF OF MEXICO,4.356708826689592,1997-09-29,1997,-0.3589602087476669
GOM00057,CAIS.#15,OFFSHORE PLATFORM,REMOVED,29.6437833321,-93.5868716751,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,91,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,2/19/1997 0:00:00,4/13/2013 0:00:00,N,7,34,-999,U,N,N,U,N,U,N,-999,56,301,WC,GULF OF MEXICO,3.526360524616162,1997-02-19,1997,-0.03727602429058097
GOM00058,A,OFFSHORE PLATFORM,REMOVED,29.2557865287,-93.3661263134,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,92,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,1/27/1998 0:00:00,11/4/2007 0:00:00,N,40,53,0,U,N,N,U,N,U,Y,-999,206,G03496,WC,GULF OF MEXICO,3.970291913552122,1998-01-27,1998,0.37919511329945044
GOM00059,JA,OFFSHORE PLATFORM,REMOVED,28.9099133243,-93.1387354288,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,93,1,NOT AVAILABLE,SHELL OFFSHORE INC.,THIRD PARTY,NONE,11/24/1997 0:00:00,12/23/2001 0:00:00,N,51,79,-999,U,N,N,U,N,U,Y,-999,270,G15073,WC,GULF OF MEXICO,4.369447852467021,1997-11-24,1997,0.5655569842746093
GOM00060,JA,OFFSHORE PLATFORM,REMOVED,28.8579443701,-91.6713623776,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,94,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,11/10/1997 0:00:00,5/14/2005 0:00:00,N,30,72,0,U,N,N,N,N,U,N,-999,152,G15244,EI,GULF OF MEXICO,4.276666119016055,1997-11-10,1997,0.3139601790283555
GOM00061,B,OFFSHORE PLATFORM,IN SERVICE,28.4503610695,-93.2204432255,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,95,1,NOT AVAILABLE,"ENVEN ENERGY VENTURES, LLC",THIRD PARTY,NONE,12/27/1997 0:00:00,,N,85,157,0,U,N,N,N,Y,U,Y,2,504,G02006,WC,GULF OF MEXICO,5.056245805348308,1997-12-27,1997,0.7167371443470891
GOM00062,JA,OFFSHORE PLATFORM,REMOVED,29.1802145262,-88.7649908309,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,96,1,APACHE CORP.,APACHE CORP.,THIRD PARTY,NONE,11/20/1997 0:00:00,8/8/2007 0:00:00,N,30,248,-999,U,N,Y,U,N,U,Y,-999,312,G16520,MP,GULF OF MEXICO,5.513428746164982,1997-11-20,1997,0.9151355655575113
GOM00063,B,OFFSHORE PLATFORM,REMOVED,29.3461647644,-88.8280548899,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,97,1,"MCMORAN OIL & GAS LLC; PIQUANT, INC.",NEWFIELD EXPLORATION CO.,THIRD PARTY,NONE,11/2/1997 0:00:00,9/28/2006 0:00:00,Y,15,158,-999,D,Y,N,N,N,U,Y,4,138,G16500,MP,GULF OF MEXICO,5.062595033026967,1997-11-02,1997,0.884974840103653
GOM00064,CAIS.#195,OFFSHORE PLATFORM,REMOVED,29.3715864187,-91.9935486696,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,98,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,NONE,11/16/1997 0:00:00,9/2/2003 0:00:00,N,15,16,0,U,N,N,N,N,U,N,-999,229,310,SM,GULF OF MEXICO,2.772588722239781,1997-11-16,1997,-0.5165023380134319
GOM00065,CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.247362438,-91.7778557969,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,103,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,7/24/1998 0:00:00,5/20/2008 0:00:00,N,25,23,0,U,N,N,N,N,U,N,-999,49,G17959,EI,GULF OF MEXICO,3.13549421592915,1998-07-24,1998,-0.28284314787880005
GOM00066,A,OFFSHORE PLATFORM,REMOVED,29.481385735,-88.2306762641,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,104,1,NOT AVAILABLE,"EP ENERGY MANAGEMENT, LLC",THIRD PARTY,NONE,2/10/1998 0:00:00,9/11/2002 0:00:00,Y,75,161,-999,D,N,N,N,N,U,N,9,198,G13659,MP,GULF OF MEXICO,5.081404364984463,1998-02-10,1998,0.8410245513347387
GOM00067,A (VIRGO),OFFSHORE PLATFORM,IN SERVICE,29.1821502831,-88.1677490563,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,113,1,"W & T ENERGY VI, LLC; ENVEN ENERGY VENTURES, LLC; ENERGY XXI GOM, LLC; BLACK ELK ENERGY OFFSHORE OPERATIONS, LLC","W & T ENERGY VI, LLC",THIRD PARTY,BOTH,9/17/1999 0:00:00,,Y,50,1130,0,G,Y,Y,Y,Y,U,Y,20,823,G10942,VK,GULF OF MEXICO,7.029972911706386,1999-09-17,1999,2.0074370252536706
GOM00068,A,OFFSHORE PLATFORM,REMOVED,28.8531694093,-91.4891958035,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,114,1,NOT AVAILABLE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",THIRD PARTY,NONE,12/17/1998 0:00:00,3/30/2013 0:00:00,N,30,60,0,U,N,N,N,N,U,N,-999,148,G13620,EI,GULF OF MEXICO,4.0943445622221,1998-12-17,1998,0.08091526120564208
GOM00069,E,OFFSHORE PLATFORM,IN SERVICE,28.8396959836,-90.6337562295,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,116,1,TALOS ENERGY OFFSHORE LLC,TALOS ENERGY OFFSHORE LLC,THIRD PARTY,NONE,10/25/1998 0:00:00,,N,25,61,0,U,N,N,N,N,N,Y,-999,23,G01238,PL,GULF OF MEXICO,4.110873864173311,1998-10-25,1998,-0.21912828056564404
GOM00070,15,OFFSHORE PLATFORM,IN SERVICE,28.9835417578,-91.45031898,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,117,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,BOTH,12/15/1997 0:00:00,,N,20,35,0,U,N,Y,N,N,U,N,-999,120,50,EI,GULF OF MEXICO,3.555348061489414,1997-12-15,1997,-0.2590836005706736
GOM00071,CAISSON #2,OFFSHORE PLATFORM,REMOVED,28.6933646423,-93.1384645746,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,121,1,NOT AVAILABLE,EL PASO PRODUCTION GOM INC.,THIRD PARTY,NONE,11/8/1997 0:00:00,7/1/2005 0:00:00,N,70,102,-999,U,N,N,N,N,U,Y,-999,431,G10584,WC,GULF OF MEXICO,4.624972813284271,1997-11-08,1997,0.5917951522764584
GOM00072,JA,OFFSHORE PLATFORM,IN SERVICE,29.2290739623,-94.4645441667,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,123,1,NOT AVAILABLE,"FAIRWAYS OFFSHORE EXPLORATION, INC.",THIRD PARTY,UNKNOWN,1/30/1998 0:00:00,,N,17,52,0,U,N,N,N,N,U,Y,-999,154,G14159,HI,GULF OF MEXICO,3.951243718581428,1998-01-30,1998,-0.057651504540753074
GOM00073,A,OFFSHORE PLATFORM,REMOVED,28.3371722822,-93.3461410332,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,124,1,NOT AVAILABLE,"CENTURY EXPLORATION NEW ORLEANS, LLC",THIRD PARTY,NONE,1/28/1998 0:00:00,9/30/2014 0:00:00,N,95,184,0,U,N,N,N,N,U,Y,-999,540,G15110,WC,GULF OF MEXICO,5.214935757608986,1998-01-28,1998,0.7264199672981011
GOM00074,C,OFFSHORE PLATFORM,REMOVED,28.005192136,-94.136217898,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,125,1,NOT AVAILABLE,FOREST OIL CORP.,THIRD PARTY,NONE,12/20/1997 0:00:00,8/15/2007 0:00:00,N,100,280,0,U,N,N,Y,N,U,Y,10,A 551,G03757,HI,GULF OF MEXICO,5.634789603169249,1997-12-20,1997,0.7281998215293264
GOM00075,A,OFFSHORE PLATFORM,REMOVED,28.3916635905,-93.1989007374,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,126,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,1/1/1998 0:00:00,7/9/2008 0:00:00,N,91,171,0,U,N,N,N,N,U,Y,-999,528,G16202,WC,GULF OF MEXICO,5.14166355650266,1998-01-01,1998,0.7174735594342359
GOM00076,B,OFFSHORE PLATFORM,REMOVED,29.1885354444,-91.5955445862,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,131,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,12/22/1998 0:00:00,12/3/2000 0:00:00,N,15,25,0,U,N,N,Y,N,U,N,-999,64,G02098,EI,GULF OF MEXICO,3.218875824868201,1998-12-22,1998,-0.28414412401784794
GOM00077,A,OFFSHORE PLATFORM,IN SERVICE,28.7194429799,-91.3256475348,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,132,1,APACHE CORP.,"ENVEN ENERGY VENTURES, LLC",THIRD PARTY,BOTH,5/10/1998 0:00:00,,N,32,66,0,U,N,Y,N,N,U,Y,-999,151,G15282,SS,GULF OF MEXICO,4.189654742026425,1998-05-10,1998,-0.10665244495256765
GOM00078,A(FMR CAIS#1),OFFSHORE PLATFORM,REMOVED,28.6645046296,-90.4512308728,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,134,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,7/17/1998 0:00:00,6/11/2013 0:00:00,N,26,70,0,U,N,N,N,Y,U,Y,-999,139,G18040,ST,GULF OF MEXICO,4.248495242049359,1998-07-17,1998,-0.5413420650749847
GOM00079,BJ,OFFSHORE PLATFORM,REMOVED,28.9351179491,-92.5340606882,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,135,1,NOT AVAILABLE,MCMORAN OIL & GAS LLC,THIRD PARTY,NONE,7/2/1998 0:00:00,8/14/2008 0:00:00,N,41,93,-999,U,N,N,Y,N,U,Y,-999,160,G08668,VR,GULF OF MEXICO,4.532599493153256,1998-07-02,1998,0.7771853329892195
GOM00080,1,OFFSHORE PLATFORM,REMOVED,29.2154763984,-93.5705763999,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,136,1,NOT AVAILABLE,"SPN RESOURCES, LLC",THIRD PARTY,NONE,4/16/1998 0:00:00,9/4/2007 0:00:00,N,37,52,0,U,N,N,U,N,U,Y,-999,305,G25893,WC,GULF OF MEXICO,3.951243718581428,1998-04-16,1998,0.2823604555189023
GOM00081,B,OFFSHORE PLATFORM,IN SERVICE,28.5159010624,-90.2775196855,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,137,1,NOT AVAILABLE,FIELDWOOD ENERGY OFFSHORE LLC,THIRD PARTY,BOTH,1/25/1998 0:00:00,,Y,37,110,0,G,Y,N,Y,N,U,Y,12,179,G12020,ST,GULF OF MEXICO,4.700480365792417,1998-01-25,1998,-0.5399005089120257
GOM00082,CAIS.#33,OFFSHORE PLATFORM,IN SERVICE,28.979414822,-91.4844266439,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,139,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,BOTH,1/1/1998 0:00:00,,N,22,41,0,U,N,Y,N,N,U,N,-999,119,49,EI,GULF OF MEXICO,3.713572066704308,1998-01-01,1998,-0.10006427614140367
GOM00083,33 AUX,OFFSHORE PLATFORM,IN SERVICE,28.9793295744,-91.4844265127,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,139,2,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,UNKNOWN,2/17/2010 0:00:00,,N,22,41,0,U,N,Y,N,N,U,N,-999,119,49,EI,GULF OF MEXICO,3.713572066704308,2010-02-17,2010,-0.10019467284288286
GOM00084,CAIS.#1,OFFSHORE PLATFORM,IN SERVICE,28.926823676,-91.7530684969,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,141,1,APACHE CORP.,FIELDWOOD ENERGY LLC,THIRD PARTY,BOTH,5/23/1998 0:00:00,,N,35,64,0,U,N,N,N,N,U,Y,-999,136,G03152,EI,GULF OF MEXICO,4.158883083359671,1998-05-23,1998,0.31734917411664476
GOM00085,B,OFFSHORE PLATFORM,IN SERVICE,29.3958886532,-93.3125758745,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,144,1,NOT AVAILABLE,"ENERGY RESOURCE TECHNOLOGY GOM, INC.",THIRD PARTY,NONE,7/6/1998 0:00:00,,N,25,34,0,U,N,N,N,N,U,Y,-999,170,G04085,WC,GULF OF MEXICO,3.526360524616162,1998-07-06,1998,0.0150180141238212
GOM00086,B,OFFSHORE PLATFORM,REMOVED,28.278306574,-95.4882342743,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,146,1,NOT AVAILABLE,NEWFIELD EXPLORATION CO.,THIRD PARTY,NONE,3/24/1998 0:00:00,8/9/2007 0:00:00,N,25,118,0,U,N,N,N,Y,U,Y,-999,A   7,G04558,BA,GULF OF MEXICO,4.770684624465665,1998-03-24,1998,-0.004631427032856017
GOM00087,A,OFFSHORE PLATFORM,IN SERVICE,28.0537780751,-90.5477248465,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,147,1,"W & T ENERGY VI, LLC","W & T OFFSHORE, INC.",THIRD PARTY,BOTH,10/16/1998 0:00:00,,Y,66,557,0,G,Y,Y,Y,Y,U,Y,10,910,G13079,EW,GULF OF MEXICO,6.322565239927284,1998-10-16,1998,0.04736217090058226
GOM00088,D,OFFSHORE PLATFORM,REMOVED,28.4279327145,-93.0316804975,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,148,1,NOT AVAILABLE,EL PASO PRODUCTION GOM INC.,THIRD PARTY,NONE,2/17/1998 0:00:00,10/14/2001 0:00:00,N,70,150,-999,U,N,N,U,N,U,Y,-999,509,G15101,WC,GULF OF MEXICO,5.010635294096256,1998-02-17,1998,0.6209603988565062
GOM00089,CAIS.#23,OFFSHORE PLATFORM,IN SERVICE,29.126684813,-91.7190073168,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,150,1,NOT AVAILABLE,FIELDWOOD ENERGY LLC,THIRD PARTY,NONE,2/8/1998 0:00:00,,N,24,12,0,U,N,N,N,N,U,N,-999,89,44,EI,GULF OF MEXICO,2.484906649788,1998-02-08,1998,-1.084833692516158
GOM00090,197,OFFSHORE PLATFORM,REMOVED,29.4662755651,-92.1520882913,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,151,1,NOT AVAILABLE,"EP ENERGY E&P CO., LP",THIRD PARTY,NONE,1/10/1998 0:00:00,10/25/2013 0:00:00,N,7,12,0,U,N,N,N,N,U,N,-999,210,310,SM,GULF OF MEXICO,2.484906649788,1998-01-10,1998,-0.7355382116394953
GOM00091,CAIS.#11,OFFSHORE PLATFORM,REMOVED,29.321660369,-92.1099634439,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,152,1,NOT AVAILABLE,JX NIPPON OIL EXPLORATION (USA) LTD.,THIRD PARTY,NONE,4/8/1998 0:00:00,12/7/2010 0:00:00,N,20,18,0,U,N,N,N,N,U,N,-999,234,G02300,SM,GULF OF MEXICO,2.890371757896165,1998-04-08,1998,-0.4513406025919804
GOM00092,A,OFFSHORE PLATFORM,REMOVED,28.3244923299,-92.2830462552,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,159,1,NOT AVAILABLE,SENECA RESOURCES CORP.,THIRD PARTY,NONE,1/22/1998 0:00:00,8/6/2010 0:00:00,N,74,206,0,G,Y,N,N,N,U,Y,4,309,G16310,VR,GULF OF MEXICO,5.327876168789581,1998-01-22,1998,0.6059436624430337
GOM00093,1,OFFSHORE PLATFORM,REMOVED,29.1808638058,-93.9795838953,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,160,1,NOT AVAILABLE,APACHE CORP.,THIRD PARTY,NONE,3/25/1998 0:00:00,12/6/2008 0:00:00,N,30,56,0,U,N,N,N,N,U,Y,-999,169,G14161,HI,GULF OF MEXICO,4.02535169073515,1998-03-25,1998,0.20801897840836148
GOM00094,CAIS.#1(PLTF. A,OFFSHORE PLATFORM,IN SERVICE,30.0016184059,-88.5517701468,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,163,1,NOT AVAILABLE,CHEVRON USA INC.,THIRD PARTY,UNKNOWN,3/15/1998 0:00:00,,N,14,85,-999,U,N,N,N,N,U,N,-999,991,G15403,MO,GULF OF MEXICO,4.442651256490317,1998-03-15,1998,1.3974643328899763
GOM00095,A(FMR CAIS.#1),OFFSHORE PLATFORM,REMOVED,28.6131910888,-91.433903494,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,164,1,NOT AVAILABLE,"MARITECH RESOURCES, INC.",THIRD PARTY,NONE,5/22/1998 0:00:00,8/22/2004 0:00:00,N,48,105,-999,U,N,N,N,N,U,Y,-999,214,G17986,EI,GULF OF MEXICO,4.653960350157523,1998-05-22,1998,0.19546359094889443
GOM00096,A,OFFSHORE PLATFORM,IN SERVICE,28.3843700136,-90.5289980877,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,165,1,NOT AVAILABLE,WALTER OIL & GAS CORP.,THIRD PARTY,NONE,3/5/1998 0:00:00,,N,55,154,0,U,N,N,N,N,U,N,-999,220,G24980,ST,GULF OF MEXICO,5.03695260241363,1998-03-05,1998,-0.37242446684388586
GOM00097,CAIS.#1,OFFSHORE PLATFORM,REMOVED,29.097362669,-91.5362563506,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,166,1,NOT AVAILABLE,WESTPORT RESOURCES CORP.,THIRD PARTY,NONE,2/5/1998 0:00:00,7/7/2002 0:00:00,N,30,27,0,U,N,N,U,N,U,N,-999,85,G16347,EI,GULF OF MEXICO,3.295836866004329,1998-02-05,1998,-0.33632404141956584
GOM00098,D(FMR.CAIS.#16),OFFSHORE PLATFORM,REMOVED,29.3955848895,-93.200517928,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,167,1,NOT AVAILABLE,"APACHE SHELF, INC.",THIRD PARTY,NONE,11/29/1998 0:00:00,10/9/2013 0:00:00,N,25,49,0,U,N,N,N,N,U,Y,-999,172,G01998,WC,GULF OF MEXICO,3.891820298110626,1998-11-29,1998,0.41438254037874866
GOM00099,A,OFFSHORE PLATFORM,REMOVED,29.0957085157,-94.7360426093,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,168,1,NOT AVAILABLE,STONE ENERGY CORP.,THIRD PARTY,NONE,2/9/1998 0:00:00,12/31/2008 0:00:00,N,12,63,0,U,N,N,N,N,U,Y,-999,213,G17120,GA,GULF OF MEXICO,4.143134726391533,1998-02-09,1998,-0.011763450315787516
GOM00100,A,OFFSHORE PLATFORM,REMOVED,28.2106038184,-92.2613231225,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,169,1,NOT AVAILABLE,SAMEDAN OIL CORP.,THIRD PARTY,NONE,5/6/1998 0:00:00,8/25/2005 0:00:00,N,84,227,0,U,N,N,U,N,U,Y,-999,336,G13892,VR,GULF OF MEXICO,5.424950017481403,1998-05-06,1998,0.4759306146442368
GOM00101,I,OFFSHORE PLATFORM,REMOVED,28.615226342,-91.6562137955,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,172,1,NOT AVAILABLE,"W & T OFFSHORE, INC.",THIRD PARTY,NONE,5/23/1998 0:00:00,5/28/2012 0:00:00,N,49,119,0,U,N,N,N,N,U,N,-999,218,807,EI,GULF OF MEXICO,4.77912349311153,1998-05-23,1998,0.3994627841839984
GOM00102,A,OFFSHORE PLATFORM,REMOVED,29.2659501107,-94.5244642178,211111,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,BOEM/BSEE,5/3/2016 0:00:00,UNVERIFIED,6/20/2016 0:00:00,173,1,NOT AVAILABLE,THE HOUSTON EXPLORATION CO.,THIRD PARTY,NONE,5/28/1998 0:00:00,4/2/2004 0:00:00,N,11,52,0,U,N,N,N,N,U,Y,-999,144,G17119,GA,GULF OF MEXICO,3.951243718581428,1998-05-28,1998,-0.08382956266162989
